AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,DAYS_BIRTH,DAYS_EMPLOYED,CNT_CHILDREN,NAME_EDUCATION_TYPE,NAME_INCOME_TYPE,CODE_GENDER,TARGET
34729.94804472631,362917.31298123,18018.72941346571,-21758,-9522,3,Higher education,Commercial associate,M,0
35440.84213225465,401972.75339402386,25609.47509173124,-11694,-7207,1,Secondary / secondary special,Commercial associate,F,0
35268.18036487708,561389.1605948767,18119.035301720945,-9085,-13531,0,Higher education,Working,F,0
74134.04517074952,252343.14404112857,30565.56948875187,-14615,-154,3,Higher education,Working,M,0
90132.6798350515,256373.6912721188,25769.19123416962,-20996,-7289,3,Higher education,Working,F,0
61996.027456661584,459678.5805729366,18773.548003805976,-24479,-7603,0,Higher education,Working,F,0
84455.86878479249,347322.3827775669,21451.461964671525,-22830,-867,0,Higher education,Commercial associate,F,0
52044.119886975976,425990.3909672025,24092.593337415492,-9751,-5929,2,Higher education,Commercial associate,F,1
78435.44662333283,350459.5533281145,18247.877206188547,-14420,-3817,0,Secondary / secondary special,Working,F,0
70602.23951537564,773257.4959155823,17896.837813623555,-9370,-3095,2,Secondary / secondary special,Commercial associate,F,0
13696.48662135336,353428.59306983236,24453.531093872796,-14809,-710,3,Secondary / secondary special,Commercial associate,F,0
66075.12416084422,653099.8895442329,17057.972302989245,-19273,-7160,3,Secondary / secondary special,Working,M,1
40988.84493167571,452603.4062275859,13282.848680648287,-7185,-7269,1,Secondary / secondary special,Working,M,0
46816.056270944624,638039.8648340297,9939.953064607671,-14948,-5843,3,Secondary / secondary special,Working,F,0
49722.12683603396,613972.7973872661,24276.50084744385,-13970,-10907,1,Higher education,Working,M,0
96266.8667092188,288284.9764923858,18945.767027255955,-10329,-138,0,Higher education,Working,F,0
36534.485100185004,433022.5957087108,18525.864920708642,-22357,-10320,3,Higher education,Working,F,0
54527.964519229055,492679.118636928,24710.178880235122,-19232,-7651,3,Higher education,Commercial associate,F,1
52583.19790591451,398763.60056653566,18910.231044181022,-22006,-5498,0,Secondary / secondary special,Working,F,0
65219.91321269367,502341.5806888334,17932.36180026627,-18195,-6593,3,Secondary / secondary special,Working,M,0
69987.48217008347,186228.04946512956,25698.6383422777,-11498,-1136,1,Higher education,Commercial associate,M,0
39644.02439360607,351540.10432010604,23657.53778874955,-19473,-14296,2,Secondary / secondary special,Commercial associate,M,0
28177.489718704484,15943.3521831861,26053.805039182575,-16278,-8509,2,Higher education,Working,F,0
17000.893618125665,575097.9939943233,18293.79160992012,-24946,-6553,1,Secondary / secondary special,Commercial associate,F,0
25123.010922809503,665211.3101538954,23117.94903489021,-22610,-14082,0,Secondary / secondary special,Commercial associate,M,0
27220.124775583176,703431.3818866196,26098.627289566197,-21999,-3113,2,Higher education,Working,F,0
36982.99507579497,375151.85398114723,17451.734821137015,-21285,-7220,3,Higher education,Commercial associate,F,0
62025.49127049679,399590.08122006396,17291.5123335386,-21138,-11904,0,Secondary / secondary special,Working,M,1
77524.33928754414,209431.73607628263,20650.32450628146,-7482,-7189,3,Higher education,Commercial associate,F,1
52743.08345850298,479246.32929421554,22302.434936097245,-9333,-1503,3,Higher education,Commercial associate,M,0
22553.094948931113,235175.42060534138,12002.76149850692,-17834,-3165,0,Secondary / secondary special,Commercial associate,M,0
36146.41757086931,608125.4369068316,12584.047208331951,-16738,-9348,1,Secondary / secondary special,Commercial associate,M,0
55473.722994367345,510581.6015012637,29321.719792707,-13583,-10541,0,Higher education,Commercial associate,M,0
28144.39908134746,443585.079179817,16393.58496767931,-24001,-1177,3,Higher education,Commercial associate,M,0
52761.03638230236,490127.05635614373,20183.809683959218,-7339,-11287,3,Secondary / secondary special,Commercial associate,F,0
57049.35568322415,433959.9433447153,19449.87717090882,-12795,-3775,0,Higher education,Commercial associate,F,0
59332.73302878775,225499.82704811008,20292.047335623596,-19666,-8152,3,Secondary / secondary special,Commercial associate,M,0
61632.53780631148,204224.1234190385,17399.346159230015,-13958,-11094,0,Secondary / secondary special,Working,F,0
97195.78981629826,357142.4335087842,27793.0373996756,-11859,-11147,3,Secondary / secondary special,Working,F,0
69301.35922777775,462294.7873310606,19392.340868573174,-7393,-8511,0,Secondary / secondary special,Commercial associate,M,0
70589.57936051156,613197.7077791796,30252.92261356395,-16553,-3470,0,Secondary / secondary special,Commercial associate,M,0
81283.90836135569,409496.043764374,27848.59345871898,-17556,-3456,1,Higher education,Working,M,0
74985.36041563321,519916.6519948256,15690.801101708847,-22764,-3041,0,Secondary / secondary special,Commercial associate,M,1
71283.48959607672,366313.7737994308,22915.93279908119,-17422,-14258,3,Secondary / secondary special,Working,F,0
57434.795708686084,603761.1480973805,25170.104847755836,-15940,-4461,0,Higher education,Working,M,0
64520.642304213834,598300.5117813103,29906.34753106471,-23380,-4357,2,Higher education,Commercial associate,F,0
80432.8019148023,738897.2677688713,26572.497591944604,-21087,-8178,1,Higher education,Working,F,0
67888.00190670484,560590.6474965825,25207.312229299827,-8562,-1798,3,Secondary / secondary special,Commercial associate,F,0
45330.46451441758,658964.8190987537,13941.977870594437,-15423,-4584,3,Secondary / secondary special,Working,M,0
46637.3592469796,500660.3972534473,22300.913735910253,-12877,-9237,3,Higher education,Commercial associate,F,0
69598.0749229888,419903.0843116142,12515.195114398364,-18372,-1380,0,Higher education,Commercial associate,F,0
57511.494272123295,579504.7613416581,20906.60519895708,-15246,-11434,2,Higher education,Working,F,0
36997.81640527004,444103.14772850025,21015.71239142688,-21271,-2150,0,Higher education,Commercial associate,M,0
50487.081100612646,661601.421917398,19723.012711997446,-21676,-14385,1,Secondary / secondary special,Commercial associate,F,0
51760.43387874156,360871.0338364539,24004.414591298137,-12407,-11652,0,Higher education,Working,M,0
32583.453568755962,750224.9870369202,29655.09896214088,-15629,-13846,3,Secondary / secondary special,Commercial associate,F,0
76730.68065929957,830512.8064730314,20289.749574472873,-21732,-7983,1,Higher education,Working,M,0
41695.194605522,561282.1685632309,25455.756681998617,-22596,-6934,0,Secondary / secondary special,Working,F,1
42895.889379965934,169739.14095752372,22332.366813764886,-15982,-4290,3,Secondary / secondary special,Working,F,0
16755.46572400553,670581.8327686144,20353.257019774795,-11828,-11789,2,Higher education,Working,M,0
49825.68541536502,208818.1101770925,22544.506794662433,-7215,-8014,1,Secondary / secondary special,Working,M,0
61853.513328970956,1029199.5724446072,26968.20163742039,-14462,-5047,1,Secondary / secondary special,Working,F,0
29745.052772288633,402143.30554786645,14552.776660827472,-20484,-4301,0,Higher education,Commercial associate,F,1
43822.92734064067,245363.37920161925,17736.766078752797,-11101,-4124,3,Secondary / secondary special,Commercial associate,F,0
63349.922431747014,157322.4444913899,17247.80858384812,-12392,-10839,1,Secondary / secondary special,Working,F,0
24726.29990162404,105243.21731937694,30733.98384018875,-14145,-543,1,Higher education,Commercial associate,M,0
43842.63912877147,526486.7429707798,29348.16226343959,-12669,-11924,3,Higher education,Working,M,0
84932.75739887136,320795.5621082161,21556.24714542471,-9914,-13891,2,Higher education,Working,F,1
32269.267037844325,517332.18132131646,14759.776033195143,-13266,-6357,2,Secondary / secondary special,Working,F,0
63746.143691052064,480967.2475805143,23519.96622929376,-22415,-543,1,Higher education,Commercial associate,F,0
67902.84564449392,363677.52184284024,25720.381311266334,-9352,-8472,0,Secondary / secondary special,Working,F,0
75946.26975928046,639231.4221850625,13264.666714169092,-24019,-3756,1,Higher education,Working,M,0
25492.564727840654,337963.955561382,20397.43873751212,-9177,-12798,2,Higher education,Commercial associate,M,0
67957.47538975105,487562.6046165846,18912.22114025072,-19025,-12522,1,Secondary / secondary special,Commercial associate,F,0
75390.25435286842,378876.79740010493,14728.476185040707,-17740,-8142,1,Higher education,Working,F,0
58475.25739740875,631823.5862197215,16474.701328063402,-23403,-9995,1,Higher education,Working,F,0
75978.96292408575,362413.1695685244,9575.40082566508,-16856,-2607,3,Higher education,Working,F,0
65786.67824595276,252986.9361536171,17364.4715225488,-15119,-9934,2,Secondary / secondary special,Commercial associate,F,0
49530.801868556264,282452.6462502823,28734.537657985627,-11343,-4316,2,Secondary / secondary special,Working,F,0
65210.101066137264,458093.0849034274,13166.368724577584,-21638,-9609,1,Higher education,Commercial associate,M,0
64076.058336574795,411582.5603972022,22468.264918625,-15207,-4659,1,Secondary / secondary special,Working,M,0
41489.29476477356,317831.48623859655,26713.074083088035,-13635,-14250,3,Higher education,Working,M,0
53855.76443802048,449102.20784722804,15672.410097358987,-23231,-11214,1,Secondary / secondary special,Commercial associate,M,0
62884.49663545927,209848.47545605787,19159.22426038246,-14630,-4151,1,Higher education,Working,M,0
34338.03085793215,694021.1309492509,22869.41601053054,-17768,-8863,1,Higher education,Commercial associate,M,0
21855.78010490425,652701.9662889378,18906.188389994684,-13404,-6155,1,Higher education,Working,M,0
44300.02742767533,805708.3714347994,14403.702033271415,-24278,-2437,1,Higher education,Working,M,0
12417.735541674774,843168.9092018104,29743.45268105421,-23781,-8268,0,Secondary / secondary special,Commercial associate,M,0
46717.578458779404,312601.9400746679,21133.922650423072,-16105,-13707,1,Secondary / secondary special,Commercial associate,F,0
45115.57491884544,678190.4781680662,18089.689497291907,-8101,-5118,2,Secondary / secondary special,Working,F,0
12638.100645046703,582112.7815038185,15818.142997574614,-7837,-7371,2,Secondary / secondary special,Commercial associate,F,0
52362.235446256775,444509.1792217477,21605.681064591474,-15206,-2326,3,Secondary / secondary special,Working,F,1
52193.251981093534,732594.5410731806,26454.021760197196,-18891,-11373,2,Higher education,Working,F,0
48687.91956993434,1066100.2037304947,22814.664249399964,-12486,-8319,1,Secondary / secondary special,Commercial associate,M,0
26739.787473716922,356082.04528094153,25817.853743907413,-13936,-13845,2,Secondary / secondary special,Commercial associate,M,0
38227.93763640754,306946.4822706899,15795.51735524444,-12853,-664,3,Higher education,Commercial associate,F,0
59082.42744961499,274219.36761101254,21804.993476738255,-22745,-11889,2,Higher education,Working,M,0
29443.908279245017,106231.4527808209,21252.649955609195,-22828,-331,0,Secondary / secondary special,Working,F,0
71729.38219462446,539679.5157488371,22960.192059010198,-13951,-5679,3,Higher education,Working,M,0
52618.16728874705,850657.934692669,13626.227780533753,-24785,-3197,2,Higher education,Commercial associate,F,0
2814.0710857075464,269297.041350637,15975.475081690307,-11384,-3333,2,Higher education,Commercial associate,M,0
67003.35818241726,425719.7384474808,16047.25112765107,-21234,-11498,1,Secondary / secondary special,Commercial associate,F,0
52151.86001915865,407215.6689019784,20156.516864305482,-16642,-10005,2,Higher education,Working,F,0
60218.896303588524,1121232.1291779503,16324.111849824982,-19993,-860,3,Higher education,Working,F,0
75084.52587039757,581675.6877206912,19157.27262306674,-24298,-11754,2,Secondary / secondary special,Working,F,0
59536.938256800626,322143.4024711066,17740.130809125152,-10503,-896,3,Higher education,Working,F,0
72343.3042949762,564383.1596772771,16590.21457352664,-22058,-7194,3,Secondary / secondary special,Commercial associate,M,0
37868.491138451085,354690.34171951737,21901.341189787774,-22542,-24,3,Higher education,Commercial associate,F,0
75181.62210229525,641241.1271180365,12982.550360268371,-20235,-6823,0,Higher education,Commercial associate,M,1
55162.68269911918,700309.5206254455,25703.60001647465,-14289,-9600,1,Higher education,Working,F,0
38288.98164500801,81573.07328587276,19841.751786200715,-13488,-10892,3,Secondary / secondary special,Commercial associate,F,0
46186.2747515934,605473.0096771906,16063.10414821824,-23225,-4570,1,Secondary / secondary special,Working,M,1
63518.01895352801,678658.5846034794,18714.83892064708,-14276,-2791,0,Higher education,Working,F,0
61228.54807370104,415809.75547919143,14486.181026451864,-18157,-10515,1,Higher education,Working,F,0
59157.99373093895,468918.1045364699,20744.811404760927,-11085,-35,1,Secondary / secondary special,Working,M,0
29539.521916967915,374172.42164052336,12858.473343959053,-17491,-8072,0,Secondary / secondary special,Commercial associate,M,0
67403.80814953252,676746.3254437508,22796.645347472444,-24611,-8079,2,Higher education,Commercial associate,F,0
34268.38098941924,536769.6369889904,17571.755870116565,-20565,-13718,0,Secondary / secondary special,Commercial associate,F,0
53553.861521239596,624159.1099690346,31707.98890184071,-18506,-7039,2,Higher education,Commercial associate,F,0
49705.19231747763,66027.23800126702,16106.586893852314,-17925,-5159,3,Secondary / secondary special,Commercial associate,F,0
67543.48013699312,451233.83244200645,11443.990727023127,-12949,-12038,1,Higher education,Commercial associate,M,0
29738.843764129666,562982.3664752718,18252.959959046333,-8806,-1230,3,Higher education,Commercial associate,M,1
43459.61486673612,403431.53598862037,18740.541839337828,-18276,-5453,2,Secondary / secondary special,Working,M,0
65054.61204082057,478358.55271355074,19989.259112793945,-18776,-9837,2,Secondary / secondary special,Commercial associate,M,0
8997.167509123676,302956.7880189135,20318.50218856534,-15736,-2406,2,Secondary / secondary special,Working,M,0
72778.8586673346,728793.785407576,18691.43819301345,-9501,-12899,2,Higher education,Commercial associate,F,0
41026.691428527425,447700.4344981889,20827.468632166587,-23524,-69,0,Secondary / secondary special,Working,F,0
64545.14735881254,415806.633497186,18302.281694615926,-19964,-12109,1,Secondary / secondary special,Working,M,0
89087.42161807578,739442.7860404704,18922.015352154485,-14991,-2632,1,Higher education,Working,M,0
54110.58804452805,395514.44254619634,17431.236259440935,-10188,-13022,2,Higher education,Commercial associate,M,0
11431.62844111112,493780.8478984175,17171.376881349584,-18809,-8180,2,Secondary / secondary special,Commercial associate,F,0
54015.49343188299,222861.28920645453,19946.711063873547,-13003,-12040,0,Secondary / secondary special,Commercial associate,F,0
64905.89868652585,860998.1235168591,22830.412455740003,-12440,-13008,2,Secondary / secondary special,Commercial associate,M,0
49236.32289093013,452243.44284049445,30700.630521933497,-18145,-8820,2,Higher education,Commercial associate,M,0
63476.47188133687,440787.9355745932,18240.829044176367,-20514,-2398,3,Higher education,Commercial associate,F,1
70312.28628329182,455571.6010661635,23873.713752338197,-9993,-4543,1,Higher education,Working,F,0
79684.54562022821,1038565.2781459516,16166.956162726205,-18391,-3056,2,Secondary / secondary special,Commercial associate,M,0
34842.73454456699,734848.3164780356,16968.380571333997,-20781,-861,1,Secondary / secondary special,Commercial associate,F,0
83831.96937008153,444186.456374618,19817.05383126995,-16399,-13895,3,Higher education,Commercial associate,F,0
42574.97603939085,335000.9044871245,18666.736500598214,-23020,-1624,1,Secondary / secondary special,Working,M,0
73205.16060790754,632206.330733887,20101.74616154211,-18325,-186,2,Secondary / secondary special,Working,F,0
56633.7814601098,661672.2511054871,27417.91312705043,-21505,-10444,2,Secondary / secondary special,Commercial associate,M,0
48167.16064792463,421222.6252852483,19889.700185425023,-9893,-13699,0,Secondary / secondary special,Working,F,0
45879.373209895406,402977.3156795932,20322.450394356438,-8096,-2503,2,Higher education,Working,F,1
41493.69992945285,291900.3762646825,16517.627437100196,-19152,-10705,0,Higher education,Commercial associate,F,0
39314.51028286836,642441.2938717314,19963.530256949285,-15869,-9465,3,Higher education,Commercial associate,M,0
64148.90381015548,751849.9933846872,28790.541380288378,-20863,-12573,2,Secondary / secondary special,Commercial associate,M,0
63038.26703545141,202183.14973623428,26473.09398153111,-9062,-11246,0,Secondary / secondary special,Working,F,0
32471.364866745334,443123.78427776013,13534.139938467544,-9324,-4846,0,Secondary / secondary special,Working,F,0
35924.45362855457,557491.9511739848,20027.956170117195,-16258,-5166,3,Secondary / secondary special,Working,M,0
44594.07108483009,432043.2960578539,8075.423017912894,-12138,-6055,1,Higher education,Commercial associate,F,0
116186.4273137443,648314.2698430847,20074.81524343873,-12180,-874,0,Secondary / secondary special,Working,M,0
52178.93358029727,543854.9744812571,10992.07039546293,-14251,-4055,0,Secondary / secondary special,Commercial associate,M,1
45114.97109071064,158549.4623770794,23103.64471092341,-15410,-12942,3,Higher education,Commercial associate,M,0
56087.21096183004,192994.94836206193,23391.02400989612,-20579,-9862,3,Higher education,Working,F,0
48067.64851010225,754613.0043239343,20440.57269814551,-16801,-12989,1,Higher education,Commercial associate,M,1
67154.4377748381,499647.01442416944,14163.454193000594,-21469,-1391,3,Secondary / secondary special,Commercial associate,M,1
59094.988698828514,674086.6634358161,19939.56810161952,-11682,-11613,0,Secondary / secondary special,Commercial associate,M,0
39495.268402803435,513101.5185663143,25897.056481308784,-24675,-7103,2,Higher education,Commercial associate,F,0
32889.168881004225,689888.8692577925,26507.56189503284,-22748,-6601,1,Higher education,Working,F,1
68254.74237333894,326228.0470243427,22644.320046536002,-9388,-8301,0,Higher education,Working,M,1
20425.06709664235,768502.0550665257,19208.37898011434,-18738,-10208,0,Higher education,Commercial associate,F,0
76592.98726299775,483093.0121120099,20234.980274645903,-18285,-13567,2,Secondary / secondary special,Working,M,0
25902.59904162787,416711.9363752327,20118.522419616656,-17412,-14745,1,Higher education,Working,F,0
33231.50520907612,368610.6278144928,23268.33277065345,-17009,-2446,3,Secondary / secondary special,Working,M,0
59488.811457525386,-58386.62121374125,17382.91261242149,-22678,-2772,3,Higher education,Working,M,0
29506.69219816142,176283.5100545038,20228.142296280712,-18038,-8294,1,Secondary / secondary special,Commercial associate,F,0
75454.01004109833,712618.1334779486,18269.677854498812,-12408,-9422,3,Higher education,Commercial associate,F,0
56421.095857202956,567296.3803526177,28563.395630039442,-16022,-5834,3,Higher education,Commercial associate,M,0
92908.77735325982,509379.82957208704,14047.275418324058,-18808,-10830,2,Higher education,Commercial associate,F,0
68178.3182529077,394129.4361934128,25817.66201009351,-24749,-10802,1,Higher education,Commercial associate,M,0
43761.443399825555,387990.9550235416,14043.840557321357,-19508,-774,1,Higher education,Commercial associate,F,0
44315.241886750795,379260.0821923602,21849.676705693997,-8898,-12775,0,Secondary / secondary special,Commercial associate,F,0
41341.08060165783,420053.0779295495,20339.10180666924,-15124,-8848,2,Secondary / secondary special,Working,F,0
56718.585264503614,367592.7775790098,11028.462713773228,-23617,-8399,2,Higher education,Working,M,0
59961.648773425084,628085.7521891377,28426.169259767383,-21009,-4635,3,Higher education,Working,F,0
73380.63119970149,286744.2927637029,12802.55219956868,-20957,-3315,1,Secondary / secondary special,Working,M,0
38910.40981332081,651373.8566601516,13277.126931484025,-20306,-1540,1,Higher education,Commercial associate,M,0
